"Longitude (x)","Latitude (y)","Nom de la Station","ID climatologique","Date/Heure","Année","Mois","Jour","Qualité des Données","Temp max.(°C)","Temp max. Indicateur","Temp min.(°C)","Temp min. Indicateur","Temp moy.(°C)","Temp moy. Indicateur","DJC (°C)","DJC Indicateur","DJR (°C)","DJR Indicateur","Pluie tot. (mm)","Pluie tot. Indicateur","Neige tot. (cm)","Neige tot. Indicateur","Précip. tot. (mm)","Précip. tot. Indicateur","Neige au sol (cm)","Neige au sol Indicateur","Dir. raf. max. (10s deg)","Dir. raf. max. Indicateur","Vit. raf. max. (km/h)","Vit. raf. max. Indicateur"
"-73,58","45,50","MCTAVISH","7024745","2014-01-01","2014","01","01","","-15,2","","-23,9","","-19,6","","37,6","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-01-02","2014","01","02","","-22,3","","-27,4","","-24,9","","42,9","","0,0","","","M","","M","0,0","","","","3","","37",""
"-73,58","45,50","MCTAVISH","7024745","2014-01-03","2014","01","03","","-19,0","","-23,6","","-21,3","","39,3","","0,0","","","M","","M","1,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-01-04","2014","01","04","","-6,6","","-21,3","","-14,0","","32,0","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-01-05","2014","01","05","","0,2","","-10,6","","-5,2","","23,2","","0,0","","","M","","M","8,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-01-06","2014","01","06","","7,3","","-11,0","","-1,9","","19,9","","0,0","","","M","","M","15,4","","","","16","","44",""
"-73,58","45,50","MCTAVISH","7024745","2014-01-07","2014","01","07","","-11,0","","-16,8","","-13,9","","31,9","","0,0","","","M","","M","0,0","","","","21","","43",""
"-73,58","45,50","MCTAVISH","7024745","2014-01-08","2014","01","08","","-8,6","","-14,4","","-11,5","","29,5","","0,0","","","M","","M","0,0","","","","23","","32",""
"-73,58","45,50","MCTAVISH","7024745","2014-01-09","2014","01","09","","-7,5","","-11,3","","-9,4","","27,4","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-01-10","2014","01","10","","-3,1","","-10,8","","-7,0","","25,0","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-01-11","2014","01","11","","9,1","","-5,0","","2,1","","15,9","","0,0","","","M","","M","12,4","","","","21","","32",""
"-73,58","45,50","MCTAVISH","7024745","2014-01-12","2014","01","12","","5,1","","0,9","","3,0","","15,0","","0,0","","","M","","M","0,0","","","","20","","37",""
"-73,58","45,50","MCTAVISH","7024745","2014-01-13","2014","01","13","","5,6","","0,1","","2,9","","15,1","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-01-14","2014","01","14","","5,3","","0,3","","2,8","","15,2","","0,0","","","M","","M","5,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-01-15","2014","01","15","","2,4","","-2,5","","-0,1","","18,1","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-01-16","2014","01","16","","0,7","","-2,9","","-1,1","","19,1","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-01-17","2014","01","17","","0,9","","-3,8","","-1,5","","19,5","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-01-18","2014","01","18","","2,7","","-4,0","","-0,7","","18,7","","0,0","","","M","","M","1,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-01-19","2014","01","19","","-2,1","","-6,1","","-4,1","","22,1","","0,0","","","M","","M","1,0","","","","17","","33",""
"-73,58","45,50","MCTAVISH","7024745","2014-01-20","2014","01","20","","-6,1","","-20,7","","-13,4","","31,4","","0,0","","","M","","M","1,2","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-01-21","2014","01","21","","-18,8","","-23,2","","-21,0","","39,0","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-01-22","2014","01","22","","-16,4","","-22,7","","-19,6","","37,6","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-01-23","2014","01","23","","-16,8","","-22,1","","-19,5","","37,5","","0,0","","","M","","M","0,0","","","","27","","32",""
"-73,58","45,50","MCTAVISH","7024745","2014-01-24","2014","01","24","","-9,6","","-23,2","","-16,4","","34,4","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-01-25","2014","01","25","","-5,5","","-14,0","","-9,8","","27,8","","0,0","","","M","","M","2,2","","","","25","","32",""
"-73,58","45,50","MCTAVISH","7024745","2014-01-26","2014","01","26","","-14,0","","-21,4","","-17,7","","35,7","","0,0","","","M","","M","0,0","","","","30","","32",""
"-73,58","45,50","MCTAVISH","7024745","2014-01-27","2014","01","27","","-6,4","","-16,8","","-11,6","","29,6","","0,0","","","M","","M","5,4","","","","17","","37",""
"-73,58","45,50","MCTAVISH","7024745","2014-01-28","2014","01","28","","-10,0","","-19,3","","-14,7","","32,7","","0,0","","","M","","M","0,0","","","","19","","41",""
"-73,58","45,50","MCTAVISH","7024745","2014-01-29","2014","01","29","","-9,4","","-14,0","","-11,7","","29,7","","0,0","","","M","","M","0,0","","","","20","","35",""
"-73,58","45,50","MCTAVISH","7024745","2014-01-30","2014","01","30","","-4,4","","-11,4","","-7,9","","25,9","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-01-31","2014","01","31","","1,4","","-4,8","","-1,7","","19,7","","0,0","","","M","","M","1,0","","","","18","","32",""
"-73,58","45,50","MCTAVISH","7024745","2014-02-01","2014","02","01","","0,4","","-7,9","","-3,8","","21,8","","0,0","","","M","","M","11,6","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-02-02","2014","02","02","","0,6","","-6,4","","-2,9","","20,9","","0,0","","","M","","M","4,2","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-02-03","2014","02","03","","-6,1","","-12,4","","-9,3","","27,3","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-02-04","2014","02","04","","-5,7","","-10,8","","-8,3","","26,3","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-02-05","2014","02","05","","-6,7","","-14,2","","-10,5","","28,5","","0,0","","","M","","M","2,4","","","","36","","32",""
"-73,58","45,50","MCTAVISH","7024745","2014-02-06","2014","02","06","","-8,7","","-17,8","","-13,3","","31,3","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-02-07","2014","02","07","","-7,3","","-11,2","","-9,3","","27,3","","0,0","","","M","","M","1,0","","","","17","","37",""
"-73,58","45,50","MCTAVISH","7024745","2014-02-08","2014","02","08","","-6,1","","-11,8","","-9,0","","27,0","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-02-09","2014","02","09","","-7,1","","-11,2","","-9,2","","27,2","","0,0","","","M","","M","1,2","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-02-10","2014","02","10","","-6,0","","-12,7","","-9,4","","27,4","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-02-11","2014","02","11","","-10,8","","-16,4","","-13,6","","31,6","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-02-12","2014","02","12","","-9,3","","-18,9","","-14,1","","32,1","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-02-13","2014","02","13","","-6,0","","-14,7","","-10,4","","28,4","","0,0","","","M","","M","2,6","","","","2","","39",""
"-73,58","45,50","MCTAVISH","7024745","2014-02-14","2014","02","14","","-3,0","","-6,2","","-4,6","","22,6","","0,0","","","M","","M","8,6","","","","1","","48",""
"-73,58","45,50","MCTAVISH","7024745","2014-02-15","2014","02","15","","-4,7","","-8,9","","-6,8","","24,8","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-02-16","2014","02","16","","-8,8","","-14,7","","-11,8","","29,8","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-02-17","2014","02","17","","-9,9","","-16,1","","-13,0","","31,0","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-02-18","2014","02","18","","-3,4","","-15,4","","-9,4","","27,4","","0,0","","","M","","M","3,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-02-19","2014","02","19","","1,6","","-5,0","","-1,7","","19,7","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-02-20","2014","02","20","","3,1","","-2,6","","0,3","","17,7","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-02-21","2014","02","21","","4,3","","-0,5","","1,9","","16,1","","0,0","","","M","","M","21,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-02-22","2014","02","22","","6,7","","-1,0","","2,9","","15,1","","0,0","","","M","","M","0,0","","","","20","","43",""
"-73,58","45,50","MCTAVISH","7024745","2014-02-23","2014","02","23","","1,8","","-4,3","","-1,3","","19,3","","0,0","","","M","","M","0,0","","","","17","","35",""
"-73,58","45,50","MCTAVISH","7024745","2014-02-24","2014","02","24","","-4,3","","-10,5","","-7,4","","25,4","","0,0","","","M","","M","0,0","","","","21","","32",""
"-73,58","45,50","MCTAVISH","7024745","2014-02-25","2014","02","25","","-8,8","","-13,0","","-10,9","","28,9","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-02-26","2014","02","26","","-9,3","","-14,3","","-11,8","","29,8","","0,0","","","M","","M","1,2","","","","26","","43",""
"-73,58","45,50","MCTAVISH","7024745","2014-02-27","2014","02","27","","-6,8","","-14,5","","-10,7","","28,7","","0,0","","","M","","M","0,0","","","","17","","32",""
"-73,58","45,50","MCTAVISH","7024745","2014-02-28","2014","02","28","","-12,1","","-17,9","","-15,0","","33,0","","0,0","","","M","","M","0,0","","","","24","","33",""
"-73,58","45,50","MCTAVISH","7024745","2014-03-01","2014","03","01","","-2,6","","-14,2","","-8,4","","26,4","","0,0","","","M","","M","1,3","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-03-02","2014","03","02","","-5,1","","-14,4","","-9,8","","27,8","","0,0","","","M","","M","1,1","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-03-03","2014","03","03","","-12,0","","-16,9","","-14,5","","32,5","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-03-04","2014","03","04","","-10,6","","-17,5","","-14,1","","32,1","","0,0","","","M","","M","1,1","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-03-05","2014","03","05","","-9,3","","-15,3","","-12,3","","30,3","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-03-06","2014","03","06","","-8,0","","-16,5","","-12,3","","30,3","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-03-07","2014","03","07","","0,7","","-12,5","","-5,9","","23,9","","0,0","","","M","","M","1,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-03-08","2014","03","08","","2,7","","-5,9","","-1,6","","19,6","","0,0","","","M","","M","1,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-03-09","2014","03","09","","-3,9","E","-10,0","E","-7,0","E","25,0","E","0,0","E","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-03-10","2014","03","10","","","M","","M","","M","","M","","M","","M","","M","","M","","","","M","","M"
"-73,58","45,50","MCTAVISH","7024745","2014-03-11","2014","03","11","","","M","","M","","M","","M","","M","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-03-12","2014","03","12","","","M","","M","","M","","M","","M","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-03-13","2014","03","13","","-5,8","E","-15,0","E","-10,4","E","28,4","E","0,0","E","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-03-14","2014","03","14","","-1,0","E","","M","","M","","M","","M","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-03-15","2014","03","15","","5,6","E","-5,8","E","-0,1","E","18,1","E","0,0","E","","M","","M","1,0","E","","","","M","","M"
"-73,58","45,50","MCTAVISH","7024745","2014-03-16","2014","03","16","","-9,5","E","-14,3","E","-11,9","E","29,9","E","0,0","E","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-03-17","2014","03","17","","","M","-16,2","E","","M","","M","","M","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-03-18","2014","03","18","","-3,1","","-12,2","","-7,7","","25,7","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-03-19","2014","03","19","","3,2","","-8,3","","-2,6","","20,6","","0,0","","","M","","M","3,0","","","","16","","39",""
"-73,58","45,50","MCTAVISH","7024745","2014-03-20","2014","03","20","","3,2","","-0,2","","1,5","","16,5","","0,0","","","M","","M","4,0","","","","22","","32",""
"-73,58","45,50","MCTAVISH","7024745","2014-03-21","2014","03","21","","3,0","","-2,9","","0,1","","17,9","","0,0","","","M","","M","1,2","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-03-22","2014","03","22","","0,4","","-3,9","","-1,8","","19,8","","0,0","","","M","","M","11,4","","","","18","","32",""
"-73,58","45,50","MCTAVISH","7024745","2014-03-23","2014","03","23","","0,1","","-12,8","","-6,4","","24,4","","0,0","","","M","","M","0,0","","","","33","","33",""
"-73,58","45,50","MCTAVISH","7024745","2014-03-24","2014","03","24","","-4,7","","-14,6","","-9,7","","27,7","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-03-25","2014","03","25","","-1,2","","-9,9","","-5,6","","23,6","","0,0","","","M","","M","0,0","","","","18","","32",""
"-73,58","45,50","MCTAVISH","7024745","2014-03-26","2014","03","26","","-1,3","","-9,4","","-5,4","","23,4","","0,0","","","M","","M","0,0","","","","32","","33",""
"-73,58","45,50","MCTAVISH","7024745","2014-03-27","2014","03","27","","-1,3","","-11,2","","-6,3","","24,3","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-03-28","2014","03","28","","4,9","","-1,6","","1,7","","16,3","","0,0","","","M","","M","15,2","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-03-29","2014","03","29","","3,8","","0,2","","2,0","","16,0","","0,0","","","M","","M","0,0","","","","33","","37",""
"-73,58","45,50","MCTAVISH","7024745","2014-03-30","2014","03","30","","0,3","","-1,8","","-0,8","","18,8","","0,0","","","M","","M","10,3","","","","1","","54",""
"-73,58","45,50","MCTAVISH","7024745","2014-03-31","2014","03","31","","6,2","","-1,4","","2,4","","15,6","","0,0","","","M","","M","1,1","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-04-01","2014","04","01","","4,8","","-2,6","","1,1","","16,9","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-04-02","2014","04","02","","5,7","","0,5","","3,1","","14,9","","0,0","","","M","","M","0,0","","","","24","","33",""
"-73,58","45,50","MCTAVISH","7024745","2014-04-03","2014","04","03","","3,8","","-1,5","","1,2","","16,8","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-04-04","2014","04","04","","7,4","","-3,5","","2,0","","16,0","","0,0","","","M","","M","15,5","","","","17","","32",""
"-73,58","45,50","MCTAVISH","7024745","2014-04-05","2014","04","05","","5,3","","0,6","","3,0","","15,0","","0,0","","","M","","M","1,1","","","","19","","39",""
"-73,58","45,50","MCTAVISH","7024745","2014-04-06","2014","04","06","","6,7","","-0,9","","2,9","","15,1","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-04-07","2014","04","07","","13,2","","2,0","","7,6","","10,4","","0,0","","","M","","M","5,4","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-04-08","2014","04","08","","7,7","","3,1","","5,4","","12,6","","0,0","","","M","","M","22,8","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-04-09","2014","04","09","","4,7","","0,6","","2,7","","15,3","","0,0","","","M","","M","1,0","","","","34","","35",""
"-73,58","45,50","MCTAVISH","7024745","2014-04-10","2014","04","10","","16,6","","0,4","","8,5","","9,5","","0,0","","","M","","M","3,8","","","","19","","37",""
"-73,58","45,50","MCTAVISH","7024745","2014-04-11","2014","04","11","","11,7","","4,6","","8,2","","9,8","","0,0","","","M","","M","0,0","","","","19","","33",""
"-73,58","45,50","MCTAVISH","7024745","2014-04-12","2014","04","12","","13,9","","4,4","","9,2","","8,8","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-04-13","2014","04","13","","10,3","","2,3","","6,3","","11,7","","0,0","","","M","","M","5,6","","","","35","","35",""
"-73,58","45,50","MCTAVISH","7024745","2014-04-14","2014","04","14","","24,2","","2,0","","13,1","","4,9","","0,0","","","M","","M","9,6","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-04-15","2014","04","15","","16,3","","-5,0","","5,7","","12,3","","0,0","","","M","","M","13,6","","","","19","","33",""
"-73,58","45,50","MCTAVISH","7024745","2014-04-16","2014","04","16","","0,5","","-7,5","","-3,5","","21,5","","0,0","","","M","","M","0,0","","","","34","","33",""
"-73,58","45,50","MCTAVISH","7024745","2014-04-17","2014","04","17","","7,5","","-2,3","","2,6","","15,4","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-04-18","2014","04","18","","10,3","","2,2","","6,3","","11,7","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-04-19","2014","04","19","","10,7","","3,7","","7,2","","10,8","","0,0","","","M","","M","1,0","","","","34","","35",""
"-73,58","45,50","MCTAVISH","7024745","2014-04-20","2014","04","20","","13,3","","1,0","","7,2","","10,8","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-04-21","2014","04","21","","19,2","","9,4","","14,3","","3,7","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-04-22","2014","04","22","","12,2","","6,8","","9,5","","8,5","","0,0","","","M","","M","11,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-04-23","2014","04","23","","10,7","","3,8","","7,3","","10,7","","0,0","","","M","","M","1,0","","","","34","","41",""
"-73,58","45,50","MCTAVISH","7024745","2014-04-24","2014","04","24","","12,6","","1,9","","7,3","","10,7","","0,0","","","M","","M","0,0","","","","33","","41",""
"-73,58","45,50","MCTAVISH","7024745","2014-04-25","2014","04","25","","11,6","","2,3","","7,0","","11,0","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-04-26","2014","04","26","","8,8","","2,4","","5,6","","12,4","","0,0","","","M","","M","13,6","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-04-27","2014","04","27","","9,5","","2,0","","5,8","","12,2","","0,0","","","M","","M","1,4","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-04-28","2014","04","28","","10,9","","4,7","","7,8","","10,2","","0,0","","","M","","M","0,0","","","","4","","35",""
"-73,58","45,50","MCTAVISH","7024745","2014-04-29","2014","04","29","","16,1","","5,8","","11,0","","7,0","","0,0","","","M","","M","1,1","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-04-30","2014","04","30","","10,7","","5,4","","8,1","","9,9","","0,0","","","M","","M","33,8","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-05-01","2014","05","01","","16,6","","6,2","","11,4","","6,6","","0,0","","","M","","M","9,2","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-05-02","2014","05","02","","13,0","","8,9","","11,0","","7,0","","0,0","","","M","","M","0,0","","","","18","","39",""
"-73,58","45,50","MCTAVISH","7024745","2014-05-03","2014","05","03","","17,0","","9,0","","13,0","","5,0","","0,0","","","M","","M","1,4","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-05-04","2014","05","04","","11,1","","7,2","","9,2","","8,8","","0,0","","","M","","M","21,1","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-05-05","2014","05","05","","13,0","","6,8","","9,9","","8,1","","0,0","","","M","","M","1,1","","","","36","","32",""
"-73,58","45,50","MCTAVISH","7024745","2014-05-06","2014","05","06","","14,5","","5,4","","10,0","","8,0","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-05-07","2014","05","07","","15,7","","4,9","","10,3","","7,7","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-05-08","2014","05","08","","16,2","","7,3","","11,8","","6,2","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-05-09","2014","05","09","","20,4","","9,0","","14,7","","3,3","","0,0","","","M","","M","3,6","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-05-10","2014","05","10","","23,3","","13,3","","18,3","","0,0","","0,3","","","M","","M","5,4","","","","20","","43",""
"-73,58","45,50","MCTAVISH","7024745","2014-05-11","2014","05","11","","20,5","","11,6","","16,1","","1,9","","0,0","","","M","","M","0,0","","","","21","","39",""
"-73,58","45,50","MCTAVISH","7024745","2014-05-12","2014","05","12","","21,9","","9,4","","15,7","","2,3","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-05-13","2014","05","13","","18,5","","7,5","","13,0","","5,0","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-05-14","2014","05","14","","25,2","","14,2","","19,7","","0,0","","1,7","","","M","","M","0,0","","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-05-15","2014","05","15","","26,9","","17,7","","22,3","","0,0","","4,3","","","M","","M","0,0","","","","18","","41",""
